ID;date;shipping_cost;total_order_cost;shipping_method;payment_method;destination_province;origin_province
10327416369;21/7/2019;0;3572;branch;custom;Gran Buenos Aires;Gran Buenos Aires
10331269950;21/7/2022;490;3140;custom;mercadopago;Córdoba;Gran Buenos Aires
10331746740;21/7/2020;0;4617;branch;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10338245321;21/7/2020;0;2270;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10349652447;21/7/2021;0;706;branch;custom;Gran Buenos Aires;Gran Buenos Aires
10353621419;21/7/2022;490;4980;custom;mercadopago;Jujuy;Gran Buenos Aires
10355596636;21/7/2024;0;4941;custom;custom;Gran Buenos Aires;Gran Buenos Aires
10356066204;21/7/2022;0;4490;custom;mercadopago;Capital Federal;Gran Buenos Aires
10361945027;21/7/2023;490;5180;custom;mercadopago;Córdoba;Gran Buenos Aires
10362125485;21/7/2022;0;2229;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10362239128;21/7/2022;0;2360;custom;mercadopago;Capital Federal;Gran Buenos Aires
10362413100;21/7/2022;0;1566;branch;custom;Gran Buenos Aires;Gran Buenos Aires
10369915171;21/7/2023;0;2840;custom;mercadopago;Capital Federal;Gran Buenos Aires
10382690774;21/7/2024;295;4785;custom;mercadopago;Buenos Aires;Gran Buenos Aires
10382801358;21/7/2024;0;3120;branch;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10384212086;21/7/2024;0;784;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10386973880;21/7/2024;0;6200;branch;mercadopago;Capital Federal;Gran Buenos Aires
9816533929;21/7/2003;450;9950;custom;mercadopago;Santiago del Estero;Gran Buenos Aires
9909968738;21/7/2016;350;4670;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
9947899349;21/7/2001;316;7716;157881;mercadopago;Capital Federal;Gran Buenos Aires
10113273121;21/7/2002;300;7200;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10115531629;21/7/2002;350;9850;custom;mercadopago;La Pampa;Gran Buenos Aires
10116895506;21/7/2013;450;9350;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10117929862;21/7/2003;350;7250;custom;mercadopago;Buenos Aires;Gran Buenos Aires
10118684998;21/7/2003;450;9350;custom;mercadopago;Santa Fe;Gran Buenos Aires
10123010930;21/7/2003;300;7200;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10124933845;21/7/2003;450;9350;custom;mercadopago;Entre Ríos;Gran Buenos Aires
10126354555;21/7/2003;0;9500;branch;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10128346355;21/7/2003;0;16400;157881;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10129448078;21/7/2004;450;7350;custom;mercadopago;Buenos Aires;Gran Buenos Aires
10155143241;21/7/2006;450;9950;custom;mercadopago;Buenos Aires;Gran Buenos Aires
10166501262;21/7/2006;450;9350;custom;mercadopago;Buenos Aires;Gran Buenos Aires
10168413413;21/7/2006;450;9950;custom;mercadopago;Gran Buenos Aires;Gran Buenos Aires
10328574327;21/7/2019;286;2085;nube-envios;mercadopago;Santa Fe;Capital Federal
10328663245;21/7/2019;260;6899;nube-envios;mercadopago;Capital Federal;Capital Federal
10330283319;21/7/2020;0;5199;branch;mercadopago;Capital Federal;Capital Federal
10340463326;21/7/2020;0;7399;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10340654732;21/7/2020;0;7399;branch;mercadopago;Gran Buenos Aires;Capital Federal
10343851939;21/7/2021;0;16797;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10344530807;21/7/2021;0;10098;branch;mercadopago;Capital Federal;Capital Federal
10350453468;21/7/2022;0;8399;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10353212180;21/7/2021;380;6199;nube-envios;mercadopago;Buenos Aires;Capital Federal
10356713470;21/7/2022;570;9698;nube-envios;mercadopago;Capital Federal;Capital Federal
10357149941;21/7/2022;0;7799;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10357696582;21/7/2022;0;7199;nube-envios;mercadopago;Neuquén;Capital Federal
10364046376;21/7/2022;0;6899;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10368357243;21/7/2023;4,12;85;nube-envios;paypal_multiple;Gran Buenos Aires;Capital Federal
10368611669;21/7/2023;367;3566;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10371295378;21/7/2023;100;7799;nube-envios;mercadopago;Capital Federal;Capital Federal
10376644189;21/7/2024;355;7799;nube-envios;mercadopago;Capital Federal;Capital Federal
10378238664;21/7/2024;0;6899;branch;mercadopago;Gran Buenos Aires;Capital Federal
10382200276;21/7/2024;464;8263;37274;mercadopago;Gran Buenos Aires;Capital Federal
10383250732;21/7/2024;0;7399;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10385653427;21/7/2024;0;1799;branch;mercadopago;Capital Federal;Capital Federal
10387708454;21/7/2024;0;1799;branch;mercadopago;Capital Federal;Capital Federal
10387963961;21/7/2024;0;7399;nube-envios;mercadopago;Neuquén;Capital Federal
10002563242;21/7/2001;1255;16755;correo-argentino;mercadopago;Cordoba;Capital Federal
10170561567;21/7/2007;0;34346;branch;mercadopago;Gran Buenos Aires;Capital Federal
10213817345;21/7/2010;1360;79030;correo-argentino;mercadopago;Córdoba;Capital Federal
10275490373;21/7/2015;1610;65100;correo-argentino;mercadopago;San Juan;Capital Federal
10292386725;21/7/2018;1255;23755;correo-argentino;mercadopago;Santa Fe;Capital Federal
9900161653;21/7/2008;490;2269;custom;mercadopago;Chubut;Gran Buenos Aires
9825691448;21/7/2005;0;4600;branch;mercadopago;Capital Federal;Capital Federal
10094605539;21/7/2001;376,33;5976;nube-envios;mercadopago;Neuquén;Capital Federal
10103206136;21/7/2001;375,54;5976;nube-envios;mercadopago;Buenos Aires;Capital Federal
10110575014;21/7/2002;0;5040;branch;custom;Gran Buenos Aires;Capital Federal
10130199948;21/7/2004;376,33;5476;nube-envios;mercadopago;Tucumán;Capital Federal
10130452787;21/7/2004;0;9690;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10139258498;21/7/2004;375,54;5476;nube-envios;mercadopago;Santa Fe;Capital Federal
10152080952;21/7/2005;349;11310;nube-envios;mercadopago;Capital Federal;Capital Federal
10175190110;21/7/2007;443,29;6533;nube-envios;mercadopago;Santa Cruz;Capital Federal
10178386972;21/7/2007;0;7870;branch;mercadopago;Capital Federal;Capital Federal
10180876745;21/7/2008;250;7020;custom;mercadopago;Capital Federal;Capital Federal
10200873359;21/7/2009;0;11350;nube-envios;mercadopago;Cordoba;Capital Federal
10201113824;21/7/2009;438,26;6528;nube-envios;mercadopago;Buenos Aires;Capital Federal
10243997209;21/7/2013;399;13540;nube-envios;mercadopago;Buenos Aires;Capital Federal
10248875049;21/7/2013;0;7970;custom;mercadopago;Capital Federal;Capital Federal
10251684867;21/7/2013;0;13060;nube-envios;mercadopago;Misiones;Capital Federal
10256961182;21/7/2014;343,97;6134;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10293272064;21/7/2016;250;5524;custom;custom;Capital Federal;Capital Federal
10294310905;21/7/2017;0;5783;branch;custom;Capital Federal;Capital Federal
10299313428;21/7/2017;0;6090;custom;mercadopago;Capital Federal;Capital Federal
10315718776;21/7/2018;0;11880;nube-envios;mercadopago;Cordoba;Capital Federal
10316436054;21/7/2019;460;6550;custom;mercadopago;Capital Federal;Capital Federal
10320477269;21/7/2019;0;10405;nube-envios;mercadopago;Santiago del Estero;Capital Federal
10334083057;21/7/2020;378,03;6168;nube-envios;mercadopago;Salta;Capital Federal
10337067330;21/7/2020;0;14280;nube-envios;mercadopago;Córdoba;Capital Federal
10353364256;21/7/2021;343,97;6134;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10361739591;21/7/2022;405,14;7870;nube-envios;mercadopago;Capital Federal;Capital Federal
10379041341;21/7/2024;0;4760;custom;mercadopago;Capital Federal;Capital Federal
10382992465;21/7/2024;590;9520;nube-envios;mercadopago;Buenos Aires;Capital Federal
9036836551;21/7/2019;0;8469;oca;mercadopago;Rio Negro;Gran Buenos Aires
10079151333;21/7/2014;0;8779;oca;mercadopago;Rio Negro;Gran Buenos Aires
10097022218;21/7/2001;0;6669;oca;mercadopago;Buenos Aires;Gran Buenos Aires
10127470561;21/7/2003;390,38;2430;oca;mercadopago;Gran Buenos Aires;Capital Federal
10127503014;21/7/2003;757,23;6005;oca;custom;Santa Fe;Capital Federal
10127604030;21/7/2003;423,02;3504;oca;custom;Buenos Aires;Capital Federal
10127696260;21/7/2005;421,42;7174;oca;mercadopago;Buenos Aires;Capital Federal
10127758521;21/7/2004;589,92;3709;oca;custom;Buenos Aires;Capital Federal
10128006645;21/7/2004;423,02;2552;oca;mercadopago;Chaco;Capital Federal
10128057360;21/7/2003;0;8860;oca;mercadopago;Gran Buenos Aires;Capital Federal
10128219188;21/7/2003;0;9924;custom;mercadopago;Capital Federal;Capital Federal
10128349391;21/7/2003;419,36;5125;oca;mercadopago;Buenos Aires;Capital Federal
10128524950;21/7/2003;0;9792;oca;mercadopago;Gran Buenos Aires;Capital Federal
10128889017;21/7/2004;423,02;4203;oca;mercadopago;Mendoza;Capital Federal
10130554562;21/7/2004;0;13047;custom;mercadopago;Capital Federal;Capital Federal
10130754478;21/7/2004;589,92;5670;oca;mercadopago;Gran Buenos Aires;Capital Federal
10131053524;21/7/2004;589,92;2860;oca;mercadopago;Gran Buenos Aires;Capital Federal
10131511983;21/7/2004;390,38;6902;oca;mercadopago;Gran Buenos Aires;Capital Federal
10131764684;21/7/2004;350;2213;custom;mercadopago;Capital Federal;Capital Federal
10132175579;21/7/2005;741;4762;oca;mercadopago;San Luis;Capital Federal
10132332531;21/7/2004;741;2868;oca;custom;Neuquén;Capital Federal
10132793175;21/7/2004;0;10409;oca;mercadopago;Salta;Capital Federal
10132922780;21/7/2004;595,62;7977;oca;mercadopago;Gran Buenos Aires;Capital Federal
10133515996;21/7/2004;350;6890;custom;mercadopago;Capital Federal;Capital Federal
10133776885;21/7/2006;741;4025;oca;mercadopago;San Luis;Capital Federal
10133864676;21/7/2004;0;2159;branch;mercadopago;Capital Federal;Capital Federal
10134298847;21/7/2004;557,62;3329;oca;mercadopago;Rio Negro;Capital Federal
10135004257;21/7/2004;0;11020;oca;mercadopago;Gran Buenos Aires;Capital Federal
10136076885;21/7/2004;863,25;6387;oca;mercadopago;Chubut;Capital Federal
10138162962;21/7/2005;589,92;6880;oca;mercadopago;Buenos Aires;Capital Federal
10138207835;21/7/2004;350;5583;custom;mercadopago;Capital Federal;Capital Federal
10138236309;21/7/2004;432,14;5605;oca;mercadopago;San Luis;Capital Federal
10138509526;21/7/2011;735,24;4525;oca;mercadopago;Buenos Aires;Capital Federal
10138527903;21/7/2005;0;6777;branch;mercadopago;Capital Federal;Capital Federal
10138789896;21/7/2005;557,62;4296;oca;mercadopago;Chubut;Capital Federal
10139178895;21/7/2004;735,24;2375;oca;mercadopago;Santa Fe;Capital Federal
10139412115;21/7/2005;744,82;7956;oca;mercadopago;Buenos Aires;Capital Federal
10139726203;21/7/2005;735,24;4245;oca;todopago;Buenos Aires;Capital Federal
10140025778;21/7/2005;0;12341;oca;mercadopago;San Juan;Capital Federal
10140684314;21/7/2004;419,36;4023;oca;mercadopago;Santa Fe;Capital Federal
10141267548;21/7/2005;757,23;6254;oca;mercadopago;Buenos Aires;Capital Federal
10141425144;21/7/2005;350;5930;custom;mercadopago;Capital Federal;Capital Federal
10142002168;21/7/2005;350;4591;custom;mercadopago;Capital Federal;Capital Federal
10142173495;21/7/2005;421,42;5365;oca;mercadopago;Buenos Aires;Capital Federal
10142587058;21/7/2005;557,62;2522;oca;mercadopago;Jujuy;Capital Federal
10142633357;21/7/2005;589,92;4774;oca;mercadopago;Gran Buenos Aires;Capital Federal
10142937210;21/7/2005;350;4850;custom;mercadopago;Capital Federal;Capital Federal
10144216907;21/7/2005;390,38;3436;oca;mercadopago;Buenos Aires;Capital Federal
10145850321;21/7/2005;589,92;2367;oca;mercadopago;Gran Buenos Aires;Capital Federal
10146529580;21/7/2005;757,23;6221;oca;mercadopago;Buenos Aires;Capital Federal
10146905837;21/7/2005;741;2841;oca;mercadopago;Santiago del Estero;Capital Federal
10147273607;21/7/2005;350;6605;custom;mercadopago;Capital Federal;Capital Federal
10147839913;21/7/2005;741;6317;oca;mercadopago;Formosa;Capital Federal
10148385496;21/7/2007;0;9188;oca;mercadopago;Mendoza;Capital Federal
10148701976;21/7/2005;0;208;branch;mercadopago;Capital Federal;Capital Federal
10149312672;21/7/2005;419,36;5199;oca;mercadopago;Santa Fe;Capital Federal
10149910465;21/7/2006;390,38;476;oca;mercadopago;Gran Buenos Aires;Capital Federal
10149994944;21/7/2005;741;1601;oca;mercadopago;Buenos Aires;Capital Federal
10150280236;21/7/2005;0;3581;branch;mercadopago;Capital Federal;Capital Federal
10151345688;21/7/2005;741;3634;oca;mercadopago;Córdoba;Capital Federal
10151653428;21/7/2007;595,62;7023;oca;mercadopago;Gran Buenos Aires;Capital Federal
10151793521;21/7/2007;423,02;4673;oca;mercadopago;Rio Negro;Capital Federal
10151800950;21/7/2005;0;9798;oca;todopago;Gran Buenos Aires;Capital Federal
10151823651;21/7/2005;0;9997;oca;todopago;Rio Negro;Capital Federal
10255486675;21/7/2014;0;6240;oca;mercadopago;Capital Federal;Buenos Aires
10256783668;21/7/2014;664,1;2864;oca;mercadopago;Buenos Aires;Buenos Aires
10259409187;21/7/2014;669,29;2669;oca;mercadopago;Córdoba;Buenos Aires
10259721389;21/7/2014;672,66;5073;oca;mercadopago;Capital Federal;Buenos Aires
10260587201;21/7/2014;664,1;2959;oca;mercadopago;Capital Federal;Buenos Aires
10260681846;21/7/2014;664,1;2864;oca;mercadopago;Capital Federal;Buenos Aires
10267160509;21/7/2015;0;5660;custom;mercadopago;Buenos Aires;Buenos Aires
10268378934;21/7/2015;378,78;3579;oca;mercadopago;Capital Federal;Buenos Aires
10272233596;21/7/2015;378,78;3699;oca;mercadopago;Capital Federal;Buenos Aires
10276032437;21/7/2015;704,46;4704;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10289159595;21/7/2016;669,29;4269;oca;mercadopago;Santa Fe;Buenos Aires
10292512834;21/7/2016;669,29;2469;oca;custom;Santa Fe;Buenos Aires
10297717389;21/7/2017;382,08;2182;oca;mercadopago;Buenos Aires;Buenos Aires
10298887353;21/7/2017;378,78;2011;oca;mercadopago;Capital Federal;Buenos Aires
10299709074;21/7/2021;672,66;4193;oca;mercadopago;Capital Federal;Buenos Aires
10300402202;21/7/2018;382,08;5182;oca;mercadopago;Buenos Aires;Buenos Aires
10303329803;21/7/2017;664,1;2584;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10303864139;21/7/2019;669,29;2589;oca;custom;Santa Fe;Buenos Aires
10305274936;21/7/2018;712,7;3273;oca;mercadopago;La Pampa;Buenos Aires
10306316376;21/7/2018;0;3520;custom;mercadopago;Buenos Aires;Buenos Aires
10308362732;21/7/2018;774,06;2694;oca;mercadopago;La Rioja;Buenos Aires
10308863649;21/7/2018;111111779,7;5740;oca;mercadopago;Chubut;Marruecos
10308932695;21/7/2020;527,85;5648;oca;mercadopago;San Juan;Buenos Aires
10309414361;21/7/2018;0;7776;oca;mercadopago;Buenos Aires;Buenos Aires
10309853293;21/7/2018;0;7360;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10309951250;21/7/2018;380,63;4861;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10310814187;21/7/2018;0;3680;custom;mercadopago;Buenos Aires;Buenos Aires
10312962916;21/7/2018;0;6720;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10318163722;21/7/2019;503,63;2104;oca;mercadopago;Rio Negro;Buenos Aires
10318410466;21/7/2019;378,78;2955;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10319156356;21/7/2019;378,78;1755;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10321238822;21/7/2019;0;1920;custom;mercadopago;Buenos Aires;Buenos Aires
10321743005;21/7/2019;0;7136;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10323379363;21/7/2019;378,78;2235;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10323685378;21/7/2019;0;8568;custom;mercadopago;Córdoba;Buenos Aires
10324060761;21/7/2019;664,1;2584;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10325688402;21/7/2019;503,63;2248;oca;mercadopago;Mendoza;Buenos Aires
10325813085;21/7/2019;664,1;3704;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10326441537;21/7/2019;672,66;4193;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10333435354;21/7/2021;378,78;1317;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10334738166;21/7/2020;390,33;4550;oca;mercadopago;Santa Fe;Buenos Aires
10335733376;21/7/2020;664,1;2264;oca;mercadopago;Capital Federal;Buenos Aires
10336859479;21/7/2020;0;1360;branch;mercadopago;Buenos Aires;Buenos Aires
10336929951;21/7/2021;0;5552;custom;mercadopago;Capital Federal;Buenos Aires
10340008294;21/7/2020;0;1920;custom;mercadopago;Buenos Aires;Buenos Aires
10340607168;21/7/2020;774,06;4134;oca;mercadopago;Mendoza;Buenos Aires
10342582270;21/7/2021;378,78;2299;oca;mercadopago;Capital Federal;Buenos Aires
10342991808;21/7/2021;0;6400;oca;mercadopago;Salta;Buenos Aires
10343516277;21/7/2021;664,1;1304;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10343539576;21/7/2021;0;6880;oca;mercadopago;Buenos Aires;Buenos Aires
10344169316;21/7/2021;0;5920;custom;mercadopago;Tucumán;Buenos Aires
10346603199;21/7/2021;382,08;5182;oca;mercadopago;Cordoba;Buenos Aires
10347815552;21/7/2021;503,63;2424;oca;mercadopago;Neuquén;Buenos Aires
10358450660;21/7/2022;0;5760;custom;mercadopago;Capital Federal;Buenos Aires
10358771832;21/7/2022;378,78;2299;oca;mercadopago;Gran Buenos Aires;Buenos Aires
10359198068;21/7/2022;0;15040;oca;mercadopago;Capital Federal;Buenos Aires
10361050350;21/7/2022;503,63;2584;oca;mercadopago;Mendoza;Buenos Aires
10361506164;21/7/2022;664,1;2584;oca;mercadopago;Buenos Aires;Buenos Aires
10365317057;21/7/2022;382,08;5701;oca;mercadopago;Santa Fe;Buenos Aires
10374613611;21/7/2023;664,1;2664;oca;mercadopago;Buenos Aires;Buenos Aires
10207538667;21/7/2010;0;4078;custom;mercadopago;Capital Federal;Capital Federal
10207810849;21/7/2012;175;3535;custom;mercadopago;Gran Buenos Aires;Capital Federal
10208005038;21/7/2010;0;3585;custom;mercadopago;Capital Federal;Capital Federal
10208175836;21/7/2010;594,99;5705;mercado-envios;mercadopago;Córdoba;Capital Federal
10208279014;21/7/2010;175;4672;custom;mercadopago;Gran Buenos Aires;Capital Federal
10208843641;21/7/2010;654,99;2910;mercado-envios;mercadopago;Neuquén;Capital Federal
10209284298;21/7/2010;0;1759;branch;mercadopago;Capital Federal;Capital Federal
10209346467;21/7/2010;100;1890;custom;mercadopago;Capital Federal;Capital Federal
10210289628;21/7/2021;0;2085;branch;mercadopago;Capital Federal;Capital Federal
10210642149;21/7/2010;0;3078;branch;mercadopago;Capital Federal;Capital Federal
10210645875;21/7/2011;0;900;branch;mercadopago;Capital Federal;Capital Federal
10211070570;21/7/2010;100;2025;custom;mercadopago;Capital Federal;Capital Federal
10211398711;21/7/2010;0;5170;custom;mercadopago;Capital Federal;Capital Federal
10211564932;21/7/2010;0;5205;branch;mercadopago;Capital Federal;Capital Federal
10211646582;21/7/2010;0;3098;custom;mercadopago;Capital Federal;Capital Federal
10211998321;21/7/2010;0;6200;custom;mercadopago;Capital Federal;Capital Federal
10212267858;21/7/2010;100;2280;custom;mercadopago;Capital Federal;Capital Federal
10212305026;21/7/2012;175;6320;custom;mercadopago;Gran Buenos Aires;Capital Federal
10212448707;21/7/2010;0;2558;branch;mercadopago;Capital Federal;Capital Federal
10212649359;21/7/2010;0;7179;custom;mercadopago;Capital Federal;Capital Federal
10212779976;21/7/2010;100;2069;custom;mercadopago;Capital Federal;Capital Federal
10213000454;21/7/2010;160;735;custom;mercadopago;Capital Federal;Capital Federal
10213303962;21/7/2012;0;3135;custom;mercadopago;Capital Federal;Capital Federal
10213528557;21/7/2012;0;4075;custom;mercadopago;Capital Federal;Capital Federal
10213604319;21/7/2010;100;2239;custom;mercadopago;Capital Federal;Capital Federal
10214434113;21/7/2011;764,99;6998;mercado-envios;mercadopago;Rio Negro;Capital Federal
10214617216;21/7/2010;0;3760;custom;mercadopago;Capital Federal;Capital Federal
10214874080;21/7/2010;0;5042;custom;mercadopago;Capital Federal;Capital Federal
10215065095;21/7/2013;299;2752;custom;mercadopago;Gran Buenos Aires;Capital Federal
10215349329;21/7/2010;100;1660;custom;mercadopago;Capital Federal;Capital Federal
10215970352;21/7/2010;0;5671;custom;mercadopago;Capital Federal;Capital Federal
10217681966;21/7/2011;0;6541;custom;mercadopago;Capital Federal;Capital Federal
10217953550;21/7/2011;175;6862;custom;mercadopago;Gran Buenos Aires;Capital Federal
10218251377;21/7/2011;0;5676;custom;mercadopago;Capital Federal;Capital Federal
10218527216;21/7/2012;160;1170;custom;mercadopago;Capital Federal;Capital Federal
10218661168;21/7/2011;0;3618;custom;mercadopago;Capital Federal;Capital Federal
10218743186;21/7/2011;175;4432;custom;mercadopago;Gran Buenos Aires;Capital Federal
10220419403;21/7/2015;0;4155;branch;mercadopago;Capital Federal;Capital Federal
10220441437;21/7/2016;0;2205;branch;mercadopago;Capital Federal;Capital Federal
10220780296;21/7/2012;0;4481;custom;mercadopago;Capital Federal;Capital Federal
10221250669;21/7/2014;0;5485;custom;mercadopago;Capital Federal;Capital Federal
10221276314;21/7/2011;0;4038;custom;mercadopago;Capital Federal;Capital Federal
10222076576;21/7/2012;0;4555;branch;mercadopago;Capital Federal;Capital Federal
10222221315;21/7/2011;0;4774;custom;mercadopago;Capital Federal;Capital Federal
10222285692;21/7/2011;0;4993;custom;mercadopago;Capital Federal;Capital Federal
10222572824;21/7/2011;0;4450;custom;mercadopago;Capital Federal;Capital Federal
10222661144;21/7/2011;0;6120;custom;mercadopago;Capital Federal;Capital Federal
10222677980;21/7/2011;299;1899;custom;mercadopago;Gran Buenos Aires;Capital Federal
10222810667;21/7/2011;0;3185;custom;mercadopago;Capital Federal;Capital Federal
10223159554;21/7/2011;0;8272;custom;mercadopago;Capital Federal;Capital Federal
10223175171;21/7/2013;0;3320;branch;mercadopago;Capital Federal;Capital Federal
10223236604;21/7/2012;819,99;7109;mercado-envios;mercadopago;Buenos Aires;Capital Federal
10223288699;21/7/2011;0;3730;custom;mercadopago;Capital Federal;Capital Federal
10223306662;21/7/2018;754,99;5983;mercado-envios;mercadopago;Mendoza;Capital Federal
10223531303;21/7/2011;100;3049;custom;mercadopago;Capital Federal;Capital Federal
10223809534;21/7/2011;100;2840;custom;mercadopago;Capital Federal;Capital Federal
10223907376;21/7/2011;0;5365;custom;mercadopago;Capital Federal;Capital Federal
10223949972;21/7/2011;;5000;;mercadopago;;Capital Federal
10224137790;21/7/2011;100;2658;custom;mercadopago;Capital Federal;Capital Federal
10224253365;21/7/2012;100;1760;custom;mercadopago;Capital Federal;Capital Federal
10224273536;21/7/2011;0;3856;custom;mercadopago;Capital Federal;Capital Federal
10224543510;21/7/2011;0;4550;custom;mercadopago;Capital Federal;Capital Federal
10152316150;21/7/2006;421,42;5225;oca;mercadopago;Córdoba;Capital Federal
10153684903;21/7/2005;589,92;7027;oca;custom;Gran Buenos Aires;Capital Federal
10153743622;21/7/2006;423,02;1972;oca;mercadopago;Tucumán;Capital Federal
10154478564;21/7/2006;390,38;5216;oca;mercadopago;Gran Buenos Aires;Capital Federal
10154491398;21/7/2006;595,62;5994;oca;mercadopago;Gran Buenos Aires;Capital Federal
10154830257;21/7/2007;419,36;3643;oca;mercadopago;Santa Fe;Capital Federal
10154995328;21/7/2006;0;10176;oca;mercadopago;Buenos Aires;Capital Federal
10155180064;21/7/2010;0;11052;oca;mercadopago;Salta;Capital Federal
10155355094;21/7/2006;350;2330;custom;mercadopago;Capital Federal;Capital Federal
10155885681;21/7/2006;589,92;1850;oca;mercadopago;Capital Federal;Capital Federal
10156146685;21/7/2006;0;8986;oca;mercadopago;Rio Negro;Capital Federal
10156383378;21/7/2006;757,23;6136;oca;custom;Córdoba;Capital Federal
10157178143;21/7/2006;0;11007;oca;custom;Gran Buenos Aires;Capital Federal
10157552077;21/7/2006;419,36;1809;oca;mercadopago;Santa Fe;Capital Federal
10159091697;21/7/2006;350;6359;custom;mercadopago;Capital Federal;Capital Federal
10160080191;21/7/2009;0;13872;oca;mercadopago;Rio Negro;Capital Federal
10160301290;21/7/2007;421,42;5610;oca;mercadopago;Buenos Aires;Capital Federal
10160380410;21/7/2006;0;28;branch;mercadopago;Capital Federal;Capital Federal
10160490971;21/7/2006;350;2357;custom;mercadopago;Capital Federal;Capital Federal
10160618092;21/7/2006;390,38;4338;oca;mercadopago;Gran Buenos Aires;Capital Federal
10160883052;21/7/2010;589,92;1870;oca;mercadopago;Buenos Aires;Capital Federal
10160909318;21/7/2006;0;8134;oca;mercadopago;Chubut;Capital Federal
10161156982;21/7/2006;350;533;custom;mercadopago;Capital Federal;Capital Federal
10161281320;21/7/2006;557,62;3382;oca;mercadopago;Mendoza;Capital Federal
10161334082;21/7/2006;350;1998;custom;custom;Capital Federal;Capital Federal
10161381807;21/7/2006;589,92;2224;oca;mercadopago;Gran Buenos Aires;Capital Federal
10161430291;21/7/2006;423,02;2387;oca;mercadopago;Mendoza;Capital Federal
10161588416;21/7/2006;350;2330;custom;mercadopago;Capital Federal;Capital Federal
10161814046;21/7/2007;741;5355;oca;mercadopago;Mendoza;Capital Federal
10161909864;21/7/2006;350;5672;custom;mercadopago;Capital Federal;Capital Federal
10162211095;21/7/2006;350;1981;custom;mercadopago;Capital Federal;Capital Federal
10163717618;21/7/2006;350;3139;custom;mercadopago;Capital Federal;Capital Federal
10163743723;21/7/2006;0;4865;branch;custom;Gran Buenos Aires;Capital Federal
10164920127;21/7/2006;0;1990;branch;mercadopago;Capital Federal;Capital Federal
10166135056;21/7/2006;432,14;6313;oca;mercadopago;Rio Negro;Capital Federal
10166215441;21/7/2006;0;27838;oca;mercadopago;Neuquén;Capital Federal
10166773306;21/7/2006;0;4113;branch;mercadopago;Capital Federal;Capital Federal
10167515332;21/7/2006;350;2446;custom;mercadopago;Capital Federal;Capital Federal
10167665568;21/7/2006;419,36;1162;oca;mercadopago;Santa Fe;Capital Federal
10168170924;21/7/2007;390,38;3901;oca;mercadopago;Gran Buenos Aires;Capital Federal
10169649571;21/7/2007;589,92;2380;oca;mercadopago;Gran Buenos Aires;Capital Federal
10170002644;21/7/2007;863,25;6326;oca;mercadopago;Chubut;Capital Federal
10170043722;21/7/2007;857,1;4267;oca;mercadopago;Santa Cruz;Capital Federal
10170160125;21/7/2007;589,92;2670;oca;mercadopago;Buenos Aires;Capital Federal
10170745820;21/7/2008;741;3939;oca;mercadopago;Córdoba;Capital Federal
10170983134;21/7/2007;595,62;6268;oca;mercadopago;Gran Buenos Aires;Capital Federal
10171059609;21/7/2007;350;7663;custom;mercadopago;Capital Federal;Capital Federal
10172622873;21/7/2007;394,63;4900;oca;mercadopago;Gran Buenos Aires;Capital Federal
10173151551;21/7/2007;421,42;6271;oca;mercadopago;Santa Fe;Capital Federal
10173674065;21/7/2007;0;1980;branch;mercadopago;Capital Federal;Capital Federal
10174046205;21/7/2007;432,14;4195;oca;mercadopago;Córdoba;Capital Federal
10174518533;21/7/2007;744,82;7628;oca;mercadopago;Buenos Aires;Capital Federal
